"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.004270, 1, 0.004270, l2_reg='0.12030882108956575', lrate='0.7450040550902486', n_epochs='1480'
43.352485, 0.165800, 43.428298, 1, 0.075813, l2_reg='0.12030882108956575', lrate='0.7450040550902486', n_epochs='1480'
144.619356, 0.154800, 144.793918, 2, 0.174562, l2_reg='0.9153344631195068', lrate='0.18735074996948242', n_epochs='544'
200.789265, 0.141600, 201.067851, 3, 0.278585, l2_reg='0.5', lrate='0.5', n_epochs='1002'
290.960251, 0.131800, 291.346779, 4, 0.386528, l2_reg='0.5836659073829651', lrate='0.955366849899292', n_epochs='1710'
345.895977, 0.130200, 346.404966, 5, 0.508989, l2_reg='0.38264381885528564', lrate='0.39789238572120667', n_epochs='276'
498.916672, 0.119700, 499.556652, 6, 0.639980, l2_reg='0.7268176674842834', lrate='0.364956796169281', n_epochs='1106'
1075.438721, 0.117800, 1076.850591, 7, 1.411870, l2_reg='0.5135894417762756', lrate='0.05741475149989128', n_epochs='469'
1307.739356, 0.116700, 1309.467419, 8, 1.728063, l2_reg='0.961331307888031', lrate='0.28679487109184265', n_epochs='9'
2056.341051, 0.115000, 2065.239502, 9, 8.898451, l2_reg='0.9573685302018436', lrate='0.2848429987967336', n_epochs='9'
2837.651032, 0.111800, 2864.608619, 10, 26.957587, l2_reg='0.9579939460249433', lrate='0.2855511929519011', n_epochs='9'
3584.674192, 0.108300, 3622.325540, 11, 37.651347, l2_reg='0.9583378416330308', lrate='0.2855682604735227', n_epochs='9'
5364.535636, 0.104100, 5442.489511, 12, 77.953875, l2_reg='0.9794538153018337', lrate='0.6801247685082726', n_epochs='770'
